[2013/11/28 16:19:10 WARN]  Couldn't create the top-level output directory at /Users/tharris/Dropbox/Projects/GSA-pipeline/scripts/../output/GSA/149310 (WormbaseLinkTasks::_build_output_root [234])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: egl-20 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: egl-20 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: egl-20 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: egl-20 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: egl-20 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: egl-20 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: egl-20 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: egl-20 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]    ... found Protein 'UNC-83' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: UNC-83 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:31 INFO]       link_entity_in_xml: UNC-83 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:32 INFO]    ... found Gene 'unc-34' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:32 INFO]       link_entity_in_xml: unc-34 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:32 INFO]       link_entity_in_xml: unc-34 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:32 INFO]       link_entity_in_xml: unc-34 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:32 INFO]       link_entity_in_xml: unc-34 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:32 INFO]       link_entity_in_xml: unc-34 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:32 INFO]       link_entity_in_xml: unc-34 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:32 INFO]       link_entity_in_xml: unc-34 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:32 INFO]    ... found Protein 'MIG-10' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:32 INFO]       link_entity_in_xml: MIG-10 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:32 INFO]       link_entity_in_xml: MIG-10 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:32 INFO]    ... found Gene 'ced-10' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:32 INFO]       link_entity_in_xml: ced-10 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:33 INFO]    ... found Gene 'egl-15' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:33 INFO]       link_entity_in_xml: egl-15 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:33 INFO]       link_entity_in_xml: egl-15 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:33 INFO]       link_entity_in_xml: egl-15 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:33 INFO]       link_entity_in_xml: egl-15 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:33 INFO]    ... found Gene 'unc-16' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:33 INFO]       link_entity_in_xml: unc-16 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:33 INFO]    ... found Gene 'unc-44' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:33 INFO]       link_entity_in_xml: unc-44 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:33 INFO]       link_entity_in_xml: unc-44 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:33 INFO]       link_entity_in_xml: unc-44 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:33 INFO]       link_entity_in_xml: unc-44 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:33 INFO]       link_entity_in_xml: unc-44 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:33 INFO]       link_entity_in_xml: unc-44 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:33 INFO]       link_entity_in_xml: unc-44 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:33 INFO]    ... found Gene 'unc-69' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:33 INFO]       link_entity_in_xml: unc-69 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:33 INFO]       link_entity_in_xml: unc-69 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:33 INFO]       link_entity_in_xml: unc-69 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:33 INFO]       link_entity_in_xml: unc-69 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:33 INFO]       link_entity_in_xml: unc-69 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:33 INFO]       link_entity_in_xml: unc-69 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:33 INFO]       link_entity_in_xml: unc-69 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:33 INFO]    ... found Gene 'unc-51' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:33 INFO]       link_entity_in_xml: unc-51 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:33 INFO]       link_entity_in_xml: unc-51 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:33 INFO]       link_entity_in_xml: unc-51 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:33 INFO]       link_entity_in_xml: unc-51 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:33 INFO]       link_entity_in_xml: unc-51 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:33 INFO]       link_entity_in_xml: unc-51 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:33 INFO]       link_entity_in_xml: unc-51 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:33 INFO]    ... found Gene 'unc-33' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:33 INFO]       link_entity_in_xml: unc-33 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:33 INFO]       link_entity_in_xml: unc-33 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:33 INFO]       link_entity_in_xml: unc-33 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:34 INFO]       link_entity_in_xml: unc-33 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:34 INFO]       link_entity_in_xml: unc-33 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:34 INFO]       link_entity_in_xml: unc-33 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:34 INFO]       link_entity_in_xml: unc-33 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:34 INFO]       link_entity_in_xml: unc-33 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:34 INFO]       link_entity_in_xml: unc-33 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:34 INFO]    ... found Protein 'CED-10' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:34 INFO]       link_entity_in_xml: CED-10 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:34 INFO]    ... found Protein 'LIN-17' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:34 INFO]       link_entity_in_xml: LIN-17 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:34 INFO]    ... found Protein 'EGL-20' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:34 INFO]       link_entity_in_xml: EGL-20 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:34 INFO]    ... found Gene 'lin-17' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:34 INFO]       link_entity_in_xml: lin-17 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:34 INFO]    ... found Gene 'lin-44' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:34 INFO]       link_entity_in_xml: lin-44 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:34 INFO]       link_entity_in_xml: lin-44 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:34 INFO]       link_entity_in_xml: lin-44 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:34 INFO]       link_entity_in_xml: lin-44 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:34 INFO]    ... found Transgene 'otIs45' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:34 INFO]       link_entity_in_xml: otIs45 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:34 INFO]       link_entity_in_xml: otIs45 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:34 INFO]    ... found Protein 'UNC-44' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:34 INFO]       link_entity_in_xml: UNC-44 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:34 INFO]       link_entity_in_xml: UNC-44 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:34 INFO]       link_entity_in_xml: UNC-44 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:34 INFO]       link_entity_in_xml: UNC-44 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:34 INFO]       link_entity_in_xml: UNC-44 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:34 INFO]    ... found Variation 'ok2777' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:34 INFO]    ... found Variation 'ok3308' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:34 INFO]    ... found Gene 'unc-14' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:34 INFO]       link_entity_in_xml: unc-14 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:34 INFO]       link_entity_in_xml: unc-14 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:35 INFO]    ... found Protein 'MIG-15' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:35 INFO]       link_entity_in_xml: MIG-15 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:35 INFO]       link_entity_in_xml: MIG-15 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:35 INFO]       link_entity_in_xml: MIG-15 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:35 INFO]       link_entity_in_xml: MIG-15 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:35 INFO]    ... found Protein 'UNC-33' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:35 INFO]       link_entity_in_xml: UNC-33 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:35 INFO]       link_entity_in_xml: UNC-33 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:35 INFO]       link_entity_in_xml: UNC-33 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:35 INFO]       link_entity_in_xml: UNC-33 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:35 INFO]       link_entity_in_xml: UNC-33 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:35 INFO]       link_entity_in_xml: UNC-33 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:35 INFO]       link_entity_in_xml: UNC-33 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:35 INFO]       link_entity_in_xml: UNC-33 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:35 INFO]       link_entity_in_xml: UNC-33 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:35 INFO]       link_entity_in_xml: UNC-33 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:35 INFO]    ... found Protein 'UNC-14' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:35 INFO]       link_entity_in_xml: UNC-14 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:35 INFO]       link_entity_in_xml: UNC-14 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:35 INFO]       link_entity_in_xml: UNC-14 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:35 INFO]       link_entity_in_xml: UNC-14 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:35 INFO]       link_entity_in_xml: UNC-14 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:35 INFO]       link_entity_in_xml: UNC-14 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:35 INFO]       link_entity_in_xml: UNC-14 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:35 INFO]       link_entity_in_xml: UNC-14 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:35 INFO]    ... found Protein 'KLP-11' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:35 INFO]       link_entity_in_xml: KLP-11 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:36 INFO]    ... found Variation 'ok1201' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:36 INFO]    ... found Gene 'klp-11' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:36 INFO]       link_entity_in_xml: klp-11 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:36 INFO]       link_entity_in_xml: klp-11 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:36 INFO]    ... found Gene 'mig-15' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:36 INFO]       link_entity_in_xml: mig-15 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:36 INFO]    ... found Gene 'unc-76' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:36 INFO]       link_entity_in_xml: unc-76 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:36 INFO]       link_entity_in_xml: unc-76 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:36 INFO]       link_entity_in_xml: unc-76 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:36 INFO]       link_entity_in_xml: unc-76 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:36 INFO]       link_entity_in_xml: unc-76 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:36 INFO]       link_entity_in_xml: unc-76 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:36 INFO]       link_entity_in_xml: unc-76 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:36 INFO]       link_entity_in_xml: unc-76 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:36 INFO]       link_entity_in_xml: unc-76 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:36 INFO]    ... found Protein 'UNC-51' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:36 INFO]       link_entity_in_xml: UNC-51 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:36 INFO]       link_entity_in_xml: UNC-51 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:36 INFO]       link_entity_in_xml: UNC-51 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:36 INFO]       link_entity_in_xml: UNC-51 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:36 INFO]       link_entity_in_xml: UNC-51 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:37 INFO]       link_entity_in_xml: UNC-51 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:37 INFO]       link_entity_in_xml: UNC-51 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:37 INFO]       link_entity_in_xml: UNC-51 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:37 INFO]       link_entity_in_xml: UNC-51 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:37 INFO]       link_entity_in_xml: UNC-51 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:37 INFO]    ... found Gene 'flp-18' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:37 INFO]       link_entity_in_xml: flp-18 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:37 INFO]       link_entity_in_xml: flp-18 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:37 INFO]       link_entity_in_xml: flp-18 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:37 INFO]       link_entity_in_xml: flp-18 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:37 INFO]    ... found Protein 'BICD-1' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:37 INFO]       link_entity_in_xml: BICD-1 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:37 INFO]    ... found Gene 'egl-17' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:37 INFO]       link_entity_in_xml: egl-17 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:37 INFO]       link_entity_in_xml: egl-17 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:37 INFO]       link_entity_in_xml: egl-17 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:37 INFO]       link_entity_in_xml: egl-17 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:38 INFO]    ... found Protein 'LIN-44' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:38 INFO]       link_entity_in_xml: LIN-44 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:38 INFO]    ... found Protein 'UNC-76' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:38 INFO]       link_entity_in_xml: UNC-76 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:38 INFO]       link_entity_in_xml: UNC-76 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:38 INFO]       link_entity_in_xml: UNC-76 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:38 INFO]       link_entity_in_xml: UNC-76 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:38 INFO]       link_entity_in_xml: UNC-76 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:38 INFO]       link_entity_in_xml: UNC-76 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:38 INFO]       link_entity_in_xml: UNC-76 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:38 INFO]       link_entity_in_xml: UNC-76 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:38 INFO]       link_entity_in_xml: UNC-76 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:38 INFO]       link_entity_in_xml: UNC-76 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:38 INFO]       link_entity_in_xml: UNC-76 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:38 INFO]       link_entity_in_xml: UNC-76 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:38 INFO]       link_entity_in_xml: UNC-76 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:38 INFO]    ... found Gene 'mig-10' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:38 INFO]       link_entity_in_xml: mig-10 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:38 INFO]    ... found Protein 'UNC-69' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:38 INFO]       link_entity_in_xml: UNC-69 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:38 INFO]       link_entity_in_xml: UNC-69 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:38 INFO]       link_entity_in_xml: UNC-69 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:38 INFO]       link_entity_in_xml: UNC-69 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:38 INFO]       link_entity_in_xml: UNC-69 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:38 INFO]       link_entity_in_xml: UNC-69 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:38 INFO]       link_entity_in_xml: UNC-69 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:38 INFO]       link_entity_in_xml: UNC-69 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:38 INFO]       link_entity_in_xml: UNC-69 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:38 INFO]       link_entity_in_xml: UNC-69 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:39 INFO]    ... found Gene 'unc-73' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:39 INFO]       link_entity_in_xml: unc-73 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:39 INFO]    ... found Protein 'UNC-73' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:39 INFO]       link_entity_in_xml: UNC-73 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:39 INFO]       link_entity_in_xml: UNC-73 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:39 INFO]    ... found Variation 'gm104' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:39 INFO]    ... found Protein 'KCA-1' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:39 INFO]       link_entity_in_xml: KCA-1 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:39 INFO]       link_entity_in_xml: KCA-1 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:39 INFO]       link_entity_in_xml: KCA-1 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:39 INFO]    ... found Variation 'e2310' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:39 INFO]    ... found Gene 'cfz-2' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:39 INFO]       link_entity_in_xml: cfz-2 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:39 INFO]       link_entity_in_xml: cfz-2 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:39 INFO]    ... found Gene 'mom-5' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:39 INFO]       link_entity_in_xml: mom-5 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:39 INFO]       link_entity_in_xml: mom-5 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:39 INFO]    ... found Gene 'osm-3' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:39 INFO]       link_entity_in_xml: osm-3 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:39 INFO]    ... found Protein 'CFZ-2' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:39 INFO]       link_entity_in_xml: CFZ-2 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:39 INFO]    ... found Variation 'cg121' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:40 INFO]    ... found Protein 'UNC-6' (WormbaseLinkTasks::findAndLinkObjects [529])
[2013/11/28 16:20:40 INFO]       link_entity_in_xml: UNC-6 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:40 INFO]       link_entity_in_xml: UNC-6 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:40 INFO]       link_entity_in_xml: UNC-6 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:40 INFO]       link_entity_in_xml: UNC-6 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:40 INFO]       link_entity_in_xml: UNC-6 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:40 INFO]       link_entity_in_xml: UNC-6 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:40 INFO]       link_entity_in_xml: UNC-6 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:40 INFO]       link_entity_in_xml: UNC-6 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:40 INFO]       link_entity_in_xml: UNC-6 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:40 INFO]       link_entity_in_xml: UNC-6 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:40 INFO]       link_entity_in_xml: UNC-6 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:40 INFO]       link_entity_in_xml: UNC-6 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:40 INFO]       link_entity_in_xml: UNC-6 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:40 INFO]       link_entity_in_xml: UNC-6 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:40 INFO]       link_entity_in_xml: UNC-6 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:40 INFO]       link_entity_in_xml: UNC-6 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:40 INFO]       link_entity_in_xml: UNC-6 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:40 INFO]       link_entity_in_xml: UNC-6 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:40 INFO]       link_entity_in_xml: UNC-6 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:40 INFO]       link_entity_in_xml: UNC-6 (WormbaseLinkTasks::link_entity_in_xml [656])
[2013/11/28 16:20:40 INFO]       link_entity_in_xml: UNC-6 (WormbaseLinkTasks::link_entity_in_xml [656])
